Text,Translation,Language,Category
"If you have any other problems, you can tell me in English.","Wenn Sie irgendwelche anderen Probleme haben, können Sie mich auf Englisch sagen.",German,Medical Conditions
I’m going to examine you.,Ich werde dich untersuchen.,German,Medical Instructions
Tell me if you feel more pain.,"Sagen Sie mir, wenn Sie mehr Schmerz fühlen.",German,Medical Instructions
Please remove your shirt.,Bitte entfernen Sie Ihr T-Shirt.,German,Medical Instructions
Keep taking deep breaths through your mouth.,Halten Sie nehmen tiefe Atemzüge durch den Mund.,German,Medical Instructions
"Say ""99"" when I listen with my stethoscope.","Sagen Sie „99“, wenn ich mit meinem Stethoskop hören.",German,Medical Instructions
I'm going to put this cotton bud into your nostril. You will feel strange but it is not painful,"Ich werde diese Wattestäbchen in die Nase setzen. Sie werden ein seltsames Gefühl, aber es ist nicht schmerzhaft",German,Medical Instructions
This is to test for coronavirus,Dies ist zum Test für corona,German,Medical Instructions
Tilt your head back,Beugen Sie den Kopf zurück,German,Medical Instructions
"If coronavirus positive, we call your phone by tomorrow.","Wenn corona positiv, rufen wir Sie Ihr Telefon von morgen.",German,Medical Instructions
"If coronavirus negative, we send you SMS (text) after 3 days","Wenn corona negativ ist, senden wir Ihnen SMS (Text) nach 3 Tagen",German,Medical Instructions
"Later, you will do an X-ray",Später werden Sie ein Röntgen tun,German,Medical Instructions
There is no sign of infection on your X-ray,Es gibt keine Anzeichen einer Infektion auf Ihrem Röntgen,German,Medical Instructions
You can go back soon.,Sie können bald zurückgehen.,German,Medical Instructions
"Wait here, do not leave this area","Warten Sie hier, nicht verlassen diesen Bereich",German,Medical Instructions
You have to stay in the hospital for a few days,Sie haben im Krankenhaus für ein paar Tage zu bleiben,German,Medical Instructions
We need to transfer you to another location.,Wir müssen Sie übertragen an einen anderen Ort.,German,Medical Instructions
I'll give you medicine to make you feel better,Ich werde dir Medizin geben Ihnen besser zu fühlen,German,Medical Instructions
You must not work for next 5 days.,Sie müssen nicht für nächsten 5 Tage arbeiten.,German,Medical Instructions
You must come back if you have problems with breathing.,"Sie müssen zurückkommen, wenn Sie Probleme mit der Atmung haben.",German,Medical Instructions
You must come back if you do not recover completely after 5 days,"Sie müssen zurückkommen, wenn Sie nach 5 Tagen nicht vollständig erholen",German,Medical Instructions
Read the handout carefully,Lesen Sie das Handout sorgfältig,German,Medical Instructions
Thank you,Vielen Dank,German,Greetings
Good morning / afternoon / evening,Guten Morgen / Tag / Abend,German,Greetings
I am the nurse,Ich bin die Krankenschwester,German,Greetings
I am the doctor,Ich bin der Doktor,German,Greetings
You are in the intensive care unit.,Sie sind in der Intensivstation.,German,Medical Instructions
Today is Monday,Heute ist Montag,German,Greetings
Today is Tuesday,Heute ist Dienstag,German,Greetings
Today is Wednesday,Heute ist Mittwoch,German,Greetings
Today is Thursday,Heute ist Donnerstag,German,Greetings
Today is Friday,Heute ist Freitag,German,Greetings
Today is Saturday,Heute ist Samstag,German,Greetings
Today is Sunday,Heute ist Sonntag,German,Greetings
You are getting better,Du wirst besser,German,Greetings
We will remove the breathing tube when you are better,"Wir werden den Atemschlauch entfernen, wenn Sie besser sind",German,Medical Instructions
You can talk after we remove the breathing tube,"Sie können sprechen, nachdem wir den Atemschlauch entfernen",German,Medical Instructions
Take a deep breath,Tief durchatmen,German,Medical Instructions
Give me a big cough,Gib mir einen großen Husten,German,Medical Instructions
Don’t struggle,Nicht kämpfen,German,Medical Instructions
Don’t move,Bewegen Sie sich nicht,German,Medical Instructions
Lift up your arm,Heben Sie Ihren Arm,German,Medical Instructions
Lift up your leg,Heben Sie Ihr Bein,German,Medical Instructions
Squeeze my hand,Squeeze meine Hand,German,Medical Instructions
Show me two fingers,Zeigen Sie mir zwei Finger,German,Medical Instructions
Open your mouth,Öffne deinen Mund,German,Medical Instructions
Stick out your tongue,Haften Sie Ihre Zunge heraus,German,Medical Instructions
Open your eyes,Öffne deine Augen,German,Medical Instructions
I’m going to shine a light into your eyes. It will be bright.,Ich werde ein Licht in die Augen glänzen. Es wird hell sein.,German,Medical Instructions
Your lungs are weak. We are going to insert a breathing tube to help you breathe,Ihre Lungen sind schwach. Wir werden einen Atemschlauch einzulegen Sie atmen helfen,German,Medical Instructions
You are going to sleep now,Du gehst jetzt schlafen,German,Medical Instructions
We are turning you onto your belly to help your lungs expand,Wir wenden Sie auf Ihren Bauch Lunge erweitern helfen,German,Medical Instructions
We are inserting a tube to help you pass urine,Wir sind zu einem Schlauch Hilfe Einsetzen passieren Sie Urin,German,Medical Instructions
We are inserting a tube through your nose,Wir Einsetzen einer Röhre durch die Nase,German,Medical Instructions
We are going to give you an injection in your neck to give you medications,"Wir werden Ihnen eine Spritze in den Hals, um Ihnen Medikamente zu geben,",German,Medical Instructions
We are going to give you an injection in your arm to measure your blood pressure,"Wir werden Ihnen eine Spritze in den Arm geben, Ihren Blutdruck zu messen",German,Medical Instructions
We will give you sleeping medications.,Wir geben Ihnen schlafen Medikamente.,German,Medical Instructions
We will give you painkillers.,Wir werden Ihnen Schmerzmittel geben.,German,Medical Instructions
We are giving you medication to keep your blood pressure up.,Wir geben Ihnen Medikamente den Blutdruck zu halten.,German,Medical Instructions
We are going to remove the breathing tube.,Wir werden den Atemschlauch zu entfernen.,German,Medical Instructions
We are going to suck out your phlegm,Wir werden Ihre Phlegma herauszusaugen,German,Medical Instructions
We are going to clean you with a sponge,Wir werden Sie mit einem Schwamm reinigen,German,Medical Instructions
Turn left,Biegen Sie links ab,German,Medical Instructions
Turn right,Biegen Sie rechts ab,German,Medical Instructions
We will change your diapers,Wir werden Ihre Windeln wechseln,German,Medical Instructions
Lift up your leg,Heben Sie Ihr Bein,German,Medical Instructions
We are going to sit you up,Wir werden Sie sitzen,German,Medical Instructions
We are going to shift you up the bed,Wir werden Sie auf dem Bett verschieben,German,Medical Instructions
We are going to clean your mouth,Wir werden den Mund reinigen,German,Medical Instructions
Do not swallow the gargle,Nicht schlucken das Gurgeln,German,Medical Instructions
I am a doctor. I do not speak Malay. I will communicate with you using this website. Answer me in English as much as possible. Thank you.,"Saya doktor.
Saya tak boleh cakap Melayu.
Saya akan cakap menerusi laman web ini.
Tolong jawab dalam Inggeris sebanyak mungkin.
Terima kasih.",Malay,Greetings
What's your name?,Nama siapa?,Malay,Greetings
Please give me your Identitification Card / Work Permit,Tolong beri saya Permit Kerja anda.,Malay,Greetings
"In the last 14 days, did you meet anyone who has coronavirus?","Sepanjang 2 minggu lepas, anda ada jumpa dengan sesiapa yang ada koronavirus?",Malay,Contact with Others
Who? What is your relationship with them?,Siapa? Apakah hubungan dia / mereka?,Malay,Contact with Others
How many days ago did you meet them? (There is a number chart in the sidebar if they cannot answer),Berapa hari lepas jumpa dia / mereka?,Malay,Contact with Others
How long were you with him/her?,Berapa lama dengan dia / mereka?,Malay,Contact with Others
"In the last 14 days, did you travel out of Singapore? If yes, tell us the countries in English.","Sepanjang 2 minggu lepas, anda ada pergi luar negara atau tak? Sekiranya ya, beritahu kami nama-nama negara tersebut dalam Inggeris.",Malay,Contact with Others
Do you have a fever?,Ada demam tak?,Malay,Symptoms
"How many days?
(You may use this for multiple symptoms)",Sudah berapa hari?,Malay,Symptoms
"Did you measure it with a thermometer? If you did, what was the highest reading?","Ada gunakan termometer atau tak? Jika ya, apakah suhu badan tertinggi?",Malay,Symptoms
Runny nose?,Selsema?,Malay,Symptoms
Cough?,Batuk?,Malay,Symptoms
Sore throat?,Sakit tekak?,Malay,Symptoms
Difficulty breathing?,Sesak nafas?,Malay,Symptoms
Do you have diarrhoea? How many times a day?,Ada cirit-birit tak? Buang air besar berapa kali sehari?,Malay,Symptoms
Rash?,Ruam?,Malay,Symptoms
"Any pain? Specifically, any chest pain?","Ada rasa sakit? Khususnya, ada sakit dada atau pun tidak?",Malay,Symptoms
Point to the place.,"Guna satu jari, tunjuk saya mana sakit?",Malay,Symptoms
Do you have any past medical history?,Ada sakit kronik tak? Apa penyakit tersebut?,Malay,Medical Conditions
Please point to which ones.,Tunjukkan yang mana,Malay,Medical Conditions
Asthma,Semput,Malay,Medical Conditions
Pneumonia,Radang paru-paru,Malay,Medical Conditions
Hypertension,Tekanan darah tinggi,Malay,Medical Conditions
Hyperlipidemia,Kolesterol tinggi,Malay,Medical Conditions
Diabetes,Kencing manis,Malay,Medical Conditions
Heart problems,Masalah jantung,Malay,Medical Conditions
Kidney problems,Masalah buah pinggang / ginjal,Malay,Medical Conditions
Loss of taste,Hilang deria rasa,Malay,Symptoms
Lost of Smell,Hilang deria bau,Malay,Symptoms
Do you have a drug allergy?,Ada alahan ubat?,Malay,Medical Conditions
"Do you smoke? If yes, how many cigarettes a day?","Ada hisap rokok tak? Kalau ya, berapa batang sehari?",Malay,Medical Conditions
"Do you drink? If yes, how much (number of bottles a week, type of alcohol)?","Ada ambil minuman keras? Kalau ya, berapa banyak? (jumlah botol seminggu, jenis minuman alkohol apa)",Malay,Medical Conditions
"If you have any other problems, you can tell me in English.","Kalau ada masalah lain, anda boleh beritahu kami dalam Bahasa Inggeris.",Malay,Medical Conditions
I’m going to examine you.,Saya akan periksa anda sekarang.,Malay,Medical Instructions
Tell me if you feel more pain.,"Kalau sakit, bilang saya.",Malay,Medical Instructions
Please remove your shirt.,Tolong buka baju.,Malay,Medical Instructions
Keep taking deep breaths through your mouth.,Tarik nafas dan hembus berulang kali.,Malay,Medical Instructions
"Say ""99"" when I listen with my stethoscope.",Cakap “99” bila saya dengar dengan stetoskop.,Malay,Medical Instructions
I'm going to put this cotton bud into your nostril. You will feel strange but it is not painful,Saya akan masukkan putik kapas ini ke dalam hidung anda.. Rasa kurang selesa sikit tapi tak sakit.,Malay,Medical Instructions
This is to test for coronavirus,Ujian ini untuk mengesan koronavirus.,Malay,Medical Instructions
Tilt your head back,Tengok atas.,Malay,Medical Instructions
"If coronavirus positive, we call your phone by tomorrow.","Jika keputusan ujian coronavirus anda positif, kami akan menelefon anda pada esok hari.",Malay,Medical Instructions
"If coronavirus negative, we send you SMS (text) after 3 days","Jika keputusannya negatif, kami akan menghantar SMS kepada anda selepas 3 hari.",Malay,Medical Instructions
"Later, you will do an X-ray","Nanti, anda akan menjalani pemeriksaan X-ray.",Malay,Medical Instructions
There is no sign of infection on your X-ray,X-ray anda tiada tanda jangkitan.,Malay,Medical Instructions
You can go back soon.,Sekejap lagi boleh balik.,Malay,Medical Instructions
"Wait here, do not leave this area",Tunggu sini. Jangan pergi kemana-mana.,Malay,Medical Instructions
You have to stay in the hospital for a few days,Anda perlu dimasukkan ke hospital selama beberapa hari.,Malay,Medical Instructions
We need to transfer you to another location.,Kami perlu memindahkan anda ke tempat lain.,Malay,Medical Instructions
I'll give you medicine to make you feel better,Saya akan beri anda ubat supaya anda rasa lebih lega.,Malay,Medical Instructions
You must not work for next 5 days.,Anda tidak boleh kerja selama 5 hari.,Malay,Medical Instructions
You must come back if you have problems with breathing.,"Kalau ada sesak nafas, mesti datang balik ke hospital.",Malay,Medical Instructions
You must come back if you do not recover completely after 5 days,"Kalau tidak sembuh sepenuhnya selepas 5 hari, anda mesti kembali ke hospital.",Malay,Medical Instructions
Read the handout carefully,Baca buku panduan ini dengan teliti,Malay,Medical Instructions
Thank you,Terima kasih,Malay,Greetings
Good morning / afternoon / evening,Selamat pagi / tengah hari / petang,Malay,Greetings
I am the nurse,Saya jururawat,Malay,Greetings
I am the doctor,Saya doktor,Malay,Greetings
You are in the intensive care unit.,Anda berada di Unit Jagaan Rapi (ICU),Malay,Medical Instructions
Today is Monday,Hari ini hari Isnin.,Malay,Greetings
Today is Tuesday,Hari ini hari Selasa.,Malay,Greetings
Today is Wednesday,Hari ini hari Rabu.,Malay,Greetings
Today is Thursday,Hari ini hari Khamis.,Malay,Greetings
Today is Friday,Hari ini hari Jumaat.,Malay,Greetings
Today is Saturday,Hari ini hari Sabtu.,Malay,Greetings
Today is Sunday,Hari ini hari Ahad.,Malay,Greetings
You are getting better,Anda semakin pulih,Malay,Greetings
We will remove the breathing tube when you are better,Kami akan mengeluarkan tiub pernafasan apabila keadaan anda lebih baik,Malay,Medical Instructions
You can talk after we remove the breathing tube,Anda boleh bercakap selepas kami keluarkan tiub pernafasan,Malay,Medical Instructions
Take a deep breath,Tarik nafas sedalamnya,Malay,Medical Instructions
Give me a big cough,Tolong batuk sekuatnya,Malay,Medical Instructions
Don’t struggle,Jangan lawan,Malay,Medical Instructions
Don’t move,Jangan bergerak,Malay,Medical Instructions
Lift up your arm,Naikkan tangan anda,Malay,Medical Instructions
Lift up your leg,Naikkan kaki anda,Malay,Medical Instructions
Squeeze my hand,Pegang dan genggam tangan saya,Malay,Medical Instructions
Show me two fingers,Tunjukkan saya dua jari,Malay,Medical Instructions
Open your mouth,Buka mulut anda,Malay,Medical Instructions
Stick out your tongue,Keluarkan lidah anda,Malay,Medical Instructions
Open your eyes,Buka mata anda,Malay,Medical Instructions
I’m going to shine a light into your eyes. It will be bright.,Saya akan sinarkan cahaya ini ke mata anda. Ia akan menyilaukan.,Malay,Medical Instructions
Your lungs are weak. We are going to insert a breathing tube to help you breathe,Paru-paru anda lemah. Kami akan memasukkan tiub pernafasan untuk membantu anda bernafas,Malay,Medical Instructions
You are going to sleep now,Anda akan tidur sekarang,Malay,Medical Instructions
We are turning you onto your belly to help your lungs expand,Kami akan pusingkan anda agar anda baring meniarap untuk membantu paru-paru anda mengembang dengan lebih baik,Malay,Medical Instructions
We are inserting a tube to help you pass urine,Kami akan memasukkan tiub untuk membantu anda buang air kecil,Malay,Medical Instructions
We are inserting a tube through your nose,Kami akan memasukkan tiub melalui hidung anda,Malay,Medical Instructions
We are going to give you an injection in your neck to give you medications,Kami akan berikan suntikan di leher untuk memberi ubat,Malay,Medical Instructions
We are going to give you an injection in your arm to measure your blood pressure,Kami akan berikan suntikan di lengan anda untuk mengukur tekanan darah anda,Malay,Medical Instructions
We will give you sleeping medications.,Kami akan berikan ubat tidur,Malay,Medical Instructions
We will give you painkillers.,Kami akan berikan ubat penahan sakit,Malay,Medical Instructions
We are giving you medication to keep your blood pressure up.,Kami akan berikan ubat untuk menaikkan tekanan darah anda,Malay,Medical Instructions
We are going to remove the breathing tube.,Kami akan mengeluarkan tiub pernafasan.,Malay,Medical Instructions
We are going to suck out your phlegm,Kami akan sedut keluar kahak anda,Malay,Medical Instructions
We are going to clean you with a sponge,Kami akan membersihkan anda dengan span,Malay,Medical Instructions
Turn left,Pusing kiri,Malay,Medical Instructions
Turn right,Pusing kanan,Malay,Medical Instructions
We will change your diapers,Kami akan tukarkan lampin anda,Malay,Medical Instructions
Lift up your leg,Angkat kaki anda,Malay,Medical Instructions
We are going to sit you up,Kami akan dudukkan anda,Malay,Medical Instructions
We are going to shift you up the bed,Kami akan bantu mengangkat anda ke katil.,Malay,Medical Instructions
We are going to clean your mouth,Kami akan bersihkan mulut anda,Malay,Medical Instructions
Do not swallow the gargle,Jangan telan air kumur,Malay,Medical Instructions
I am a doctor. I do not speak Bulgarian. I will communicate with you using this website. Answer me in English as much as possible. Thank you.,"Аз съм доктор. Аз не говоря български. Ще се свържем с вас с помощта на този сайт. Отговори ми на английски, колкото е възможно. Благодаря ти.",Bulgarian,Greetings
What's your name?,Как се казваш?,Bulgarian,Greetings
Please give me your Identitification Card / Work Permit,"Моля, дайте ми вашето Identitification карта / Разрешително за работа",Bulgarian,Greetings
"In the last 14 days, did you meet anyone who has coronavirus?","През последните 14 дни, се запознахте всеки, който има коронавирус?",Bulgarian,Contact with Others
Who? What is your relationship with them?,СЗО? Каква е връзката ви с тях?,Bulgarian,Contact with Others
How many days ago did you meet them? (There is a number chart in the sidebar if they cannot answer),"Колко дни преди се запозна с тях? (Има няколко диаграма в страничната лента, ако те не могат да отговорят)",Bulgarian,Contact with Others
How long were you with him/her?,Колко време сте били с него / нея?,Bulgarian,Contact with Others
"In the last 14 days, did you travel out of Singapore? If yes, tell us the countries in English.","През последните 14 дни, пътувахте от Сингапур? Ако отговорът е да, кажи ни страни на английски език.",Bulgarian,Contact with Others
Do you have a fever?,Имаш ли треска?,Bulgarian,Symptoms
"How many days?
(You may use this for multiple symptoms)","Колко дни?
(Можете да използвате този за множество симптоми)",Bulgarian,Symptoms
"Did you measure it with a thermometer? If you did, what was the highest reading?","Знаете ли го измерваме с термометър? Ако е така, това, което е най-високата стойност?",Bulgarian,Symptoms
Runny nose?,Хрема?,Bulgarian,Symptoms
Cough?,Кашлица?,Bulgarian,Symptoms
Sore throat?,Възпалено гърло?,Bulgarian,Symptoms
Difficulty breathing?,Затруднено дишане?,Bulgarian,Symptoms
Do you have diarrhoea? How many times a day?,Имате ли диария? Колко пъти на ден?,Bulgarian,Symptoms
Rash?,Обрив?,Bulgarian,Symptoms
"Any pain? Specifically, any chest pain?","Всяка болка? По-специално, всяка болка в гърдите?",Bulgarian,Symptoms
Point to the place.,Точка на мястото.,Bulgarian,Symptoms
Do you have any past medical history?,Имате ли някаква предшестваща анамнеза?,Bulgarian,Medical Conditions
Please point to which ones.,"Моля, сочат към кои от тях.",Bulgarian,Medical Conditions
Asthma,астма,Bulgarian,Medical Conditions
Pneumonia,Пневмония,Bulgarian,Medical Conditions
Hypertension,Хипертония,Bulgarian,Medical Conditions
Hyperlipidemia,Хиперлипедимията,Bulgarian,Medical Conditions
Diabetes,Диабет,Bulgarian,Medical Conditions
Heart problems,проблеми със сърцето,Bulgarian,Medical Conditions
Kidney problems,проблеми с бъбреците,Bulgarian,Medical Conditions
Loss of taste,Загуба на вкус,Bulgarian,Symptoms
Lost of Smell,Изгубени обонянието,Bulgarian,Symptoms
Do you have a drug allergy?,Имате ли алергия наркотици?,Bulgarian,Medical Conditions
"Do you smoke? If yes, how many cigarettes a day?","Пушите ли? Ако да, колко цигари на ден?",Bulgarian,Medical Conditions
"Do you drink? If yes, how much (number of bottles a week, type of alcohol)?","Пиеш ли? Ако да, колко (брой бутилки седмично, вид алкохол)?",Bulgarian,Medical Conditions
"If you have any other problems, you can tell me in English.","Ако имате някакви други проблеми, можете да ми кажете на английски език.",Bulgarian,Medical Conditions
I’m going to examine you.,Отивам да ви прегледа.,Bulgarian,Medical Instructions
Tell me if you feel more pain.,"Кажете ми, ако се чувствате по-болка.",Bulgarian,Medical Instructions
Please remove your shirt.,"Моля, премахнете ризата си.",Bulgarian,Medical Instructions
Keep taking deep breaths through your mouth.,Продължавайте да си дълбоко въздух през устата.,Bulgarian,Medical Instructions
"Say ""99"" when I listen with my stethoscope.","Кажете ""99"", когато слушам с моя стетоскоп.",Bulgarian,Medical Instructions
I'm going to put this cotton bud into your nostril. You will feel strange but it is not painful,"Отивам да поставите този памучен тампон в ноздрата. Ще се почувствате странно, но това не е болезнена",Bulgarian,Medical Instructions
This is to test for coronavirus,Това е тест за коронавирус,Bulgarian,Medical Instructions
Tilt your head back,Наклонете главата назад,Bulgarian,Medical Instructions
"If coronavirus positive, we call your phone by tomorrow.","Ако коронавирус положително, което наричаме телефона си, като утре.",Bulgarian,Medical Instructions
"If coronavirus negative, we send you SMS (text) after 3 days","Ако коронавирус отрицателен, Ви изпращаме SMS (текст) след 3 дни",Bulgarian,Medical Instructions
"Later, you will do an X-ray","По-късно, ще направи рентгенова снимка",Bulgarian,Medical Instructions
There is no sign of infection on your X-ray,Няма признаци на инфекция на вашия рентгенов,Bulgarian,Medical Instructions
You can go back soon.,Можете да се върнете скоро.,Bulgarian,Medical Instructions
"Wait here, do not leave this area","Изчакайте тук, не оставяйте тази област",Bulgarian,Medical Instructions
You have to stay in the hospital for a few days,Вие трябва да остане в болницата за няколко дни,Bulgarian,Medical Instructions
We need to transfer you to another location.,Ние трябва да прехвърлите на друго място.,Bulgarian,Medical Instructions
I'll give you medicine to make you feel better,"Ще ви дам медицина, за да ви накара да се чувствате по-добре",Bulgarian,Medical Instructions
You must not work for next 5 days.,Вие не трябва да работи за следващите 5 дни.,Bulgarian,Medical Instructions
You must come back if you have problems with breathing.,"Трябва да се върне, ако имате проблеми с дишането.",Bulgarian,Medical Instructions
You must come back if you do not recover completely after 5 days,"Трябва да се върне, ако не се възстанови напълно след 5 дни",Bulgarian,Medical Instructions
Read the handout carefully,Прочетете внимателно помагалото,Bulgarian,Medical Instructions
Thank you,Благодаря ти,Bulgarian,Greetings
Good morning / afternoon / evening,Добро утро / следобед / вечер,Bulgarian,Greetings
I am the nurse,Аз съм сестрата,Bulgarian,Greetings
I am the doctor,Аз съм на лекар,Bulgarian,Greetings
You are in the intensive care unit.,Вие сте в интензивното отделение.,Bulgarian,Medical Instructions
Today is Monday,Днес е понеделник,Bulgarian,Greetings
Today is Tuesday,Днес е вторник,Bulgarian,Greetings
Today is Wednesday,Днес е сряда,Bulgarian,Greetings
Today is Thursday,Днес е четвъртък,Bulgarian,Greetings
Today is Friday,Днес е петък,Bulgarian,Greetings
Today is Saturday,Днес е събота,Bulgarian,Greetings
Today is Sunday,Днес е неделя,Bulgarian,Greetings
You are getting better,Вие все по-добри,Bulgarian,Greetings
We will remove the breathing tube when you are better,"Ние ще премахне тръбата на дишане, когато сте по-добре",Bulgarian,Medical Instructions
You can talk after we remove the breathing tube,"Можете да говорите, след като се отстрани тръбата за дишане",Bulgarian,Medical Instructions
Take a deep breath,Поеми си дълбоко въздух,Bulgarian,Medical Instructions
Give me a big cough,Дай ми една голяма кашлица,Bulgarian,Medical Instructions
Don’t struggle,Не се борят,Bulgarian,Medical Instructions
Don’t move,Не мърдай,Bulgarian,Medical Instructions
Lift up your arm,Повдигнете ръката си,Bulgarian,Medical Instructions
Lift up your leg,Повдигнете краката си,Bulgarian,Medical Instructions
Squeeze my hand,Стиснете ръката ми,Bulgarian,Medical Instructions
Show me two fingers,Покажи ми два пръста,Bulgarian,Medical Instructions
Open your mouth,Отвори устата си,Bulgarian,Medical Instructions
Stick out your tongue,Придържайте езика си,Bulgarian,Medical Instructions
Open your eyes,Отвори си очите,Bulgarian,Medical Instructions
I’m going to shine a light into your eyes. It will be bright.,Отивам да хвърлим светлина в очите ви. Тя ще бъде светло.,Bulgarian,Medical Instructions
Your lungs are weak. We are going to insert a breathing tube to help you breathe,Дробовете ви са слаби. Ние ще вмъкнете дишане тръба да ви помогне да диша,Bulgarian,Medical Instructions
You are going to sleep now,Вие ще спя сега,Bulgarian,Medical Instructions
We are turning you onto your belly to help your lungs expand,"Ние Ви завъртане върху корема си, за да помогне на белите дробове се разширяват",Bulgarian,Medical Instructions
We are inserting a tube to help you pass urine,Ние сме вмъкване на тръба да ви помогне да си урина,Bulgarian,Medical Instructions
We are inserting a tube through your nose,Ние сме вмъкване на тръба през носа,Bulgarian,Medical Instructions
We are going to give you an injection in your neck to give you medications,"Ние ще ви даде една инжекция във врата си, за да ви даде лекарства",Bulgarian,Medical Instructions
We are going to give you an injection in your arm to measure your blood pressure,"Ние ще ви даде една инжекция в ръката си, за да се измери кръвното си налягане",Bulgarian,Medical Instructions
We will give you sleeping medications.,Ние ще ви дадем спят лекарства.,Bulgarian,Medical Instructions
We will give you painkillers.,Ние ще ви даде болкоуспокояващи.,Bulgarian,Medical Instructions
We are giving you medication to keep your blood pressure up.,"Ние ви даваме лекарства, за да се запази на кръвното си налягане нагоре.",Bulgarian,Medical Instructions
We are going to remove the breathing tube.,Ние ще премахне тръбата на дишането.,Bulgarian,Medical Instructions
We are going to suck out your phlegm,Ние ще изсмуче си храчки,Bulgarian,Medical Instructions
We are going to clean you with a sponge,Ние ще ви почисти с гъба,Bulgarian,Medical Instructions
Turn left,Обърни се наляво,Bulgarian,Medical Instructions
Turn right,Обърни се на дясно,Bulgarian,Medical Instructions
We will change your diapers,Ние ще се промени вашите памперси,Bulgarian,Medical Instructions
Lift up your leg,Повдигнете краката си,Bulgarian,Medical Instructions
We are going to sit you up,Ние ще ви седне,Bulgarian,Medical Instructions
We are going to shift you up the bed,Ние ще ви измести нагоре леглото,Bulgarian,Medical Instructions
We are going to clean your mouth,Ние ще почисти устата си,Bulgarian,Medical Instructions
Do not swallow the gargle,Не поглъщайте гаргара,Bulgarian,Medical Instructions
I am a doctor. I do not speak Hindi. I will communicate with you using this website. Answer me in English as much as possible. Thank you.,मैं एक डॉक्टर हूँ। मैं हिन्दी बात नहीं करते। मैं आप इस वेबसाइट का उपयोग कर के साथ संवाद करेंगे। संभव के रूप में ज्यादा के रूप में अंग्रेजी में मुझे उत्तर दो। धन्यवाद।,Hindi,Greetings
What's your name?,तुम्हारा नाम क्या है?,Hindi,Greetings
Please give me your Identitification Card / Work Permit,मुझे दे कृपया अपने Identitification कार्ड / कार्य परमिट,Hindi,Greetings
"In the last 14 days, did you meet anyone who has coronavirus?","पिछले 14 दिनों में, आप किसी को जो कोरोना है मिले थे?",Hindi,Contact with Others
Who? What is your relationship with them?,Who? उन लोगों के साथ क्या संबंध है?,Hindi,Contact with Others
How many days ago did you meet them? (There is a number chart in the sidebar if they cannot answer),आप उन्हें कितने दिन पहले मिले थे? (वहाँ साइडबार अगर वे उत्तर नहीं दे सकता में एक नंबर चार्ट है),Hindi,Contact with Others
How long were you with him/her?,कब तक उसे / उसके साथ थी?,Hindi,Contact with Others
"In the last 14 days, did you travel out of Singapore? If yes, tell us the countries in English.","पिछले 14 दिनों में, आप सिंगापुर में यात्रा करते रहते किया था? यदि हां, तो हमें अंग्रेजी में देशों बताओ।",Hindi,Contact with Others
Do you have a fever?,क्या आप को बुखार है?,Hindi,Symptoms
"How many days?
(You may use this for multiple symptoms)","कितने दिन?
(आप एक से अधिक लक्षण के लिए इसका उपयोग कर सकते)",Hindi,Symptoms
"Did you measure it with a thermometer? If you did, what was the highest reading?","आप इसे एक थर्मामीटर के साथ मापने की थी? तुमने किया था, तो उच्चतम पढ़ने क्या था?",Hindi,Symptoms
Runny nose?,बहती नाक?,Hindi,Symptoms
Cough?,खांसी?,Hindi,Symptoms
Sore throat?,गले में खरास?,Hindi,Symptoms
Difficulty breathing?,सांस लेने मे तकलीफ?,Hindi,Symptoms
Do you have diarrhoea? How many times a day?,आप दस्त है? दिन मे कितने बार?,Hindi,Symptoms
Rash?,जल्दबाज?,Hindi,Symptoms
"Any pain? Specifically, any chest pain?","कोई दर्द? विशेष रूप से, किसी भी सीने में दर्द?",Hindi,Symptoms
Point to the place.,जगह पर इंगित करें।,Hindi,Symptoms
Do you have any past medical history?,आप किसी भी पिछले चिकित्सा के इतिहास है?,Hindi,Medical Conditions
Please point to which ones.,कृपया कौन सा इशारा करते हैं।,Hindi,Medical Conditions
Asthma,दमा,Hindi,Medical Conditions
Pneumonia,न्यूमोनिया,Hindi,Medical Conditions
Hypertension,उच्च रक्तचाप,Hindi,Medical Conditions
Hyperlipidemia,हाइपरलिपीडेमिया,Hindi,Medical Conditions
Diabetes,मधुमेह,Hindi,Medical Conditions
Heart problems,हृदय की समस्याएं,Hindi,Medical Conditions
Kidney problems,गुर्दे से संबंधित समस्याएं,Hindi,Medical Conditions
Loss of taste,स्वाद का नुकसान,Hindi,Symptoms
Lost of Smell,गंध की खोया,Hindi,Symptoms
Do you have a drug allergy?,आप एक दवा एलर्जी है?,Hindi,Medical Conditions
"Do you smoke? If yes, how many cigarettes a day?","क्या आप धूम्रपान करते हैं? अगर हां, तो कितने सिगरेट एक दिन?",Hindi,Medical Conditions
"Do you drink? If yes, how much (number of bottles a week, type of alcohol)?","क्या आप पीते हैं? यदि हां, तो कितना (बोतलों की संख्या एक सप्ताह, शराब के प्रकार के)?",Hindi,Medical Conditions
"If you have any other problems, you can tell me in English.","आप किसी भी अन्य समस्या है, तो आप मुझे अंग्रेजी में बता सकते हैं।",Hindi,Medical Conditions
I’m going to examine you.,मैं तुम्हें जांच करने के लिए जा रहा हूँ।,Hindi,Medical Instructions
Tell me if you feel more pain.,मुझे बताओ कि यदि आप और अधिक दर्द महसूस होता है।,Hindi,Medical Instructions
