Text,Translation,Language,Category
Your lungs are weak. We are going to insert a breathing tube to help you breathe,आपके फेफड़े कमजोर हैं। हम आपको साँस लेने में मदद करने के लिए एक श्वास नली डालने के लिए जा रहे हैं,Hindi / हिन्दी,Medical Instructions
You are going to sleep now,आप सोने के लिए अब जा रहे हैं,Hindi / हिन्दी,Medical Instructions
We are turning you onto your belly to help your lungs expand,हम मदद करने के लिए आपके फेफड़ों का विस्तार अपने पेट पर आप बदल रहे हैं,Hindi / हिन्दी,Medical Instructions
We are inserting a tube to help you pass urine,हम मदद करने के लिए एक ट्यूब डालने कर रहे हैं आप मूत्र त्याग,Hindi / हिन्दी,Medical Instructions
We are inserting a tube through your nose,हम अपनी नाक के माध्यम से एक ट्यूब डालने कर रहे हैं,Hindi / हिन्दी,Medical Instructions
We are going to give you an injection in your neck to give you medications,हम अपनी गर्दन आप दवाओं देने के लिए आप एक इंजेक्शन देने जा रहे हैं,Hindi / हिन्दी,Medical Instructions
We are going to give you an injection in your arm to measure your blood pressure,हम अपने रक्तचाप को मापने के लिए अपने हाथ में आप एक इंजेक्शन देने जा रहे हैं,Hindi / हिन्दी,Medical Instructions
We will give you sleeping medications.,हम आप सो दवाएं दे देंगे।,Hindi / हिन्दी,Medical Instructions
We will give you painkillers.,हम आपको दर्द निवारक दे देंगे।,Hindi / हिन्दी,Medical Instructions
We are giving you medication to keep your blood pressure up.,हम आपको अपने रक्तचाप को बनाए रखने के लिए दवा दे रहे हैं।,Hindi / हिन्दी,Medical Instructions
We are going to remove the breathing tube.,हम श्वास नली को दूर करने के लिए जा रहे हैं।,Hindi / हिन्दी,Medical Instructions
We are going to suck out your phlegm,हम आपके कफ बाहर चूसना करने के लिए जा रहे हैं,Hindi / हिन्दी,Medical Instructions
We are going to clean you with a sponge,हम एक स्पंज के साथ आप साफ करने के लिए जा रहे हैं,Hindi / हिन्दी,Medical Instructions
Turn left,बाएँ मुड़ें,Hindi / हिन्दी,Medical Instructions
Turn right,दायें मुड़ो,Hindi / हिन्दी,Medical Instructions
We will change your diapers,हम अपने डायपर बदल जाएगा,Hindi / हिन्दी,Medical Instructions
Lift up your leg,अपने पैर उठाकर,Hindi / हिन्दी,Medical Instructions
We are going to sit you up,हम आपको बैठने जा रहे हैं,Hindi / हिन्दी,Medical Instructions
We are going to shift you up the bed,हम आपको बिस्तर तक शिफ्ट करने के लिए जा रहे हैं,Hindi / हिन्दी,Medical Instructions
We are going to clean your mouth,हम अपना मुँह साफ करने के लिए जा रहे हैं,Hindi / हिन्दी,Medical Instructions
Do not swallow the gargle,कुल्ला निगल न करें,Hindi / हिन्दी,Medical Instructions
Are you in pain?,क्या आपको दर्द हो रहा है?,Hindi / हिन्दी,Basic Terms
Where is the pain?,दर्द कहाँ है?,Hindi / हिन्दी,Basic Terms
"Is it mild, moderate or severe?","यह हल्का, मध्यम या गंभीर है?",Hindi / हिन्दी,Basic Terms
Can you point to the pain?,आप दर्द को इंगित कर सकते हैं?,Hindi / हिन्दी,Basic Terms
Head,सिर,Hindi / हिन्दी,Basic Terms
eyes,आंखें,Hindi / हिन्दी,Basic Terms
ears,कान,Hindi / हिन्दी,Basic Terms
nose,नाक,Hindi / हिन्दी,Basic Terms
mouth,मुंह,Hindi / हिन्दी,Basic Terms
throat,गला,Hindi / हिन्दी,Basic Terms
chest,छाती,Hindi / हिन्दी,Basic Terms
abdomen,पेट,Hindi / हिन्दी,Basic Terms
back,वापस,Hindi / हिन्दी,Basic Terms
arms,हथियारों,Hindi / हिन्दी,Basic Terms
legs,पैर,Hindi / हिन्दी,Basic Terms
feet,पैर का पंजा,Hindi / हिन्दी,Basic Terms
1 - one,1 एक,Hindi / हिन्दी,Basic Terms
2 - two,2 - दो,Hindi / हिन्दी,Basic Terms
3 - three,3 - तीन,Hindi / हिन्दी,Basic Terms
4 - four,4 - चार,Hindi / हिन्दी,Basic Terms
5 - five,5 - पाँच,Hindi / हिन्दी,Basic Terms
6 - six,6 - छह,Hindi / हिन्दी,Basic Terms
7 - seven,7 - सात,Hindi / हिन्दी,Basic Terms
8 - eight,8 - आठ,Hindi / हिन्दी,Basic Terms
9 - nine,9 - नौ,Hindi / हिन्दी,Basic Terms
10 - ten,10 - दस,Hindi / हिन्दी,Basic Terms
0 - zero,0 - शून्य,Hindi / हिन्दी,Basic Terms
January,जनवरी,Hindi / हिन्दी,Basic Terms
Feb,फ़रवरी,Hindi / हिन्दी,Basic Terms
March,मार्च,Hindi / हिन्दी,Basic Terms
April,अप्रैल,Hindi / हिन्दी,Basic Terms
May,मई,Hindi / हिन्दी,Basic Terms
June,जून,Hindi / हिन्दी,Basic Terms
July,जुलाई,Hindi / हिन्दी,Basic Terms
August,अगस्त,Hindi / हिन्दी,Basic Terms
September,सितंबर,Hindi / हिन्दी,Basic Terms
October,अक्टूबर,Hindi / हिन्दी,Basic Terms
November,नवंबर,Hindi / हिन्दी,Basic Terms
December,दिसंबर,Hindi / हिन्दी,Basic Terms
I am a doctor. I do not speak Italian. I will communicate with you using this website. Answer me in English as much as possible. Thank you.,Sono un medico. Non parlo italiano. Di impegnarsi a comunicare con te utilizzando questo sito web. Rispondimi in inglese il più possibile. Grazie.,Italian / italiano,Greetings
What's your name?,Come ti chiami?,Italian / italiano,Greetings
Please give me your Identitification Card / Work Permit,Si prega di darmi il tuo Identitification carta / permesso di lavoro,Italian / italiano,Greetings
"In the last 14 days, did you meet anyone who has coronavirus?","Negli ultimi 14 giorni, hai incontrato qualcuno che ha coronavirus?",Italian / italiano,Contact with Others
Who? What is your relationship with them?,Oms? Qual è il tuo rapporto con loro?,Italian / italiano,Contact with Others
How many days ago did you meet them? (There is a number chart in the sidebar if they cannot answer),"Quanti giorni fa, li hai conosciuti? (C'è un grafico il numero nella barra laterale se non possono rispondere)",Italian / italiano,Contact with Others
How long were you with him/her?,Da quanto tempo sei stato con lui / lei?,Italian / italiano,Contact with Others
"In the last 14 days, did you travel out of Singapore? If yes, tell us the countries in English.","Negli ultimi 14 giorni, hai viaggio di Singapore? Se sì, ci dicono i paesi in inglese.",Italian / italiano,Contact with Others
Do you have a fever?,Hai la febbre?,Italian / italiano,Symptoms
"How many days?
(You may use this for multiple symptoms)","Quanti giorni?
(È possibile utilizzare questo per sintomi multipli)",Italian / italiano,Symptoms
"Did you measure it with a thermometer? If you did, what was the highest reading?","Forse lo si misura con un termometro? Se così fosse, qual è stata la lettura più alta?",Italian / italiano,Symptoms
Runny nose?,Naso che cola?,Italian / italiano,Symptoms
Cough?,Tosse?,Italian / italiano,Symptoms
Sore throat?,Gola infiammata?,Italian / italiano,Symptoms
Difficulty breathing?,Respirazione difficoltosa?,Italian / italiano,Symptoms
Do you have diarrhoea? How many times a day?,Hai la diarrea? Quante volte al giorno?,Italian / italiano,Symptoms
Rash?,Eruzione cutanea?,Italian / italiano,Symptoms
"Any pain? Specifically, any chest pain?","Nessun dolore? In particolare, qualsiasi dolore al petto?",Italian / italiano,Symptoms
Point to the place.,Puntare al luogo.,Italian / italiano,Symptoms
Do you have any past medical history?,Avete qualche storia medica?,Italian / italiano,Medical Conditions
Please point to which ones.,Si prega di indicare quali.,Italian / italiano,Medical Conditions
Asthma,Asma,Italian / italiano,Medical Conditions
Pneumonia,Polmonite,Italian / italiano,Medical Conditions
Hypertension,Ipertensione,Italian / italiano,Medical Conditions
Hyperlipidemia,iperlipidemia,Italian / italiano,Medical Conditions
Diabetes,Diabete,Italian / italiano,Medical Conditions
Heart problems,Problemi di cuore,Italian / italiano,Medical Conditions
Kidney problems,problemi renali,Italian / italiano,Medical Conditions
Loss of taste,Perdita del gusto,Italian / italiano,Symptoms
Lost of Smell,Perso di Smell,Italian / italiano,Symptoms
Do you have a drug allergy?,Avete un'allergia ai farmaci?,Italian / italiano,Medical Conditions
"Do you smoke? If yes, how many cigarettes a day?","Fumi? Se si, quante sigarette al giorno?",Italian / italiano,Medical Conditions
"Do you drink? If yes, how much (number of bottles a week, type of alcohol)?","Bevi? Se sì, quanto (numero di bottiglie di una settimana, tipo di alcool)?",Italian / italiano,Medical Conditions
"If you have any other problems, you can tell me in English.","Se avete altri problemi, mi si può dire in inglese.",Italian / italiano,Medical Conditions
I’m going to examine you.,Ho intenzione di esaminare voi.,Italian / italiano,Medical Instructions
Tell me if you feel more pain.,Dimmi se si sente più dolore.,Italian / italiano,Medical Instructions
Please remove your shirt.,Si prega di rimuovere la camicia.,Italian / italiano,Medical Instructions
Keep taking deep breaths through your mouth.,Continuare a prendere respiri profondi attraverso la bocca.,Italian / italiano,Medical Instructions
"Say ""99"" when I listen with my stethoscope.","Dire ""99"" quando ascolto con il mio stetoscopio.",Italian / italiano,Medical Instructions
I'm going to put this cotton bud into your nostril. You will feel strange but it is not painful,Ho intenzione di mettere questo batuffolo di cotone nella narice. Vi sentirete strano ma non è doloroso,Italian / italiano,Medical Instructions
This is to test for coronavirus,Questo è quello di prova per coronavirus,Italian / italiano,Medical Instructions
Tilt your head back,Inclinare la schiena testa,Italian / italiano,Medical Instructions
"If coronavirus positive, we call your phone by tomorrow.","Se positiva coronavirus, che noi chiamiamo il telefono entro domani.",Italian / italiano,Medical Instructions
"If coronavirus negative, we send you SMS (text) after 3 days","Se coronavirus negativo, vi inviamo SMS (testo) dopo 3 giorni",Italian / italiano,Medical Instructions
"Later, you will do an X-ray","In seguito, si farà una radiografia",Italian / italiano,Medical Instructions
There is no sign of infection on your X-ray,Non v'è alcun segno di infezione sul tuo X-ray,Italian / italiano,Medical Instructions
You can go back soon.,È possibile tornare indietro al più presto.,Italian / italiano,Medical Instructions
"Wait here, do not leave this area","Aspetta qui, non lasciare questa zona",Italian / italiano,Medical Instructions
You have to stay in the hospital for a few days,Devi rimanere in ospedale per qualche giorno,Italian / italiano,Medical Instructions
We need to transfer you to another location.,Abbiamo bisogno per il trasferimento in un altro luogo.,Italian / italiano,Medical Instructions
I'll give you medicine to make you feel better,Ti darò la medicina per farvi sentire meglio,Italian / italiano,Medical Instructions
You must not work for next 5 days.,Non devi lavorare per i prossimi 5 giorni.,Italian / italiano,Medical Instructions
You must come back if you have problems with breathing.,È necessario tornare se avete problemi con la respirazione.,Italian / italiano,Medical Instructions
You must come back if you do not recover completely after 5 days,È necessario tornare indietro se non recuperare completamente dopo 5 giorni,Italian / italiano,Medical Instructions
Read the handout carefully,Leggere con attenzione il volantino,Italian / italiano,Medical Instructions
Thank you,Grazie,Italian / italiano,Greetings
Good morning / afternoon / evening,Buon giorno / pomeriggio / sera,Italian / italiano,Greetings
I am the nurse,Io sono l'infermiera,Italian / italiano,Greetings
I am the doctor,Io sono il medico,Italian / italiano,Greetings
You are in the intensive care unit.,Sei nel reparto di terapia intensiva.,Italian / italiano,Medical Instructions
Today is Monday,Oggi è lunedì,Italian / italiano,Greetings
Today is Tuesday,Oggi è martedì,Italian / italiano,Greetings
Today is Wednesday,Oggi è mercoledì,Italian / italiano,Greetings
Today is Thursday,Oggi è giovedi,Italian / italiano,Greetings
Today is Friday,Oggi è venerdì,Italian / italiano,Greetings
Today is Saturday,Oggi è sabato,Italian / italiano,Greetings
Today is Sunday,Oggi è domenica,Italian / italiano,Greetings
You are getting better,Si stanno migliorando,Italian / italiano,Greetings
We will remove the breathing tube when you are better,Provvederemo a rimuovere il tubo di respirazione quando si sta meglio,Italian / italiano,Medical Instructions
You can talk after we remove the breathing tube,Si può parlare dopo togliamo il tubo di respirazione,Italian / italiano,Medical Instructions
Take a deep breath,Fai un respiro profondo,Italian / italiano,Medical Instructions
Give me a big cough,Datemi un grande colpo di tosse,Italian / italiano,Medical Instructions
Don’t struggle,Non lottare,Italian / italiano,Medical Instructions
Don’t move,Non ti muovere,Italian / italiano,Medical Instructions
Lift up your arm,Sollevare il braccio,Italian / italiano,Medical Instructions
Lift up your leg,Sollevare la gamba,Italian / italiano,Medical Instructions
Squeeze my hand,Stringere la mano,Italian / italiano,Medical Instructions
Show me two fingers,Mostrami due dita,Italian / italiano,Medical Instructions
Open your mouth,Apri la bocca,Italian / italiano,Medical Instructions
Stick out your tongue,Tira fuori la lingua,Italian / italiano,Medical Instructions
Open your eyes,Apri gli occhi,Italian / italiano,Medical Instructions
I’m going to shine a light into your eyes. It will be bright.,Io vado a brillare una luce negli occhi. Sarà brillante.,Italian / italiano,Medical Instructions
Your lungs are weak. We are going to insert a breathing tube to help you breathe,I suoi polmoni sono deboli. Stiamo per inserire un tubo di respirazione per aiutare a respirare,Italian / italiano,Medical Instructions
You are going to sleep now,Si sta andando a dormire,Italian / italiano,Medical Instructions
We are turning you onto your belly to help your lungs expand,Ti stiamo imboccando la pancia per aiutare i vostri polmoni si espandono,Italian / italiano,Medical Instructions
We are inserting a tube to help you pass urine,Stiamo inserimento di un tubo per aiutarti a passare l'urina,Italian / italiano,Medical Instructions
We are inserting a tube through your nose,Stiamo inserimento di un tubo attraverso il naso,Italian / italiano,Medical Instructions
We are going to give you an injection in your neck to give you medications,Stiamo per dare un'iniezione nel collo per dare farmaci,Italian / italiano,Medical Instructions
We are going to give you an injection in your arm to measure your blood pressure,Stiamo per dare un'iniezione nel braccio per misurare la pressione sanguigna,Italian / italiano,Medical Instructions
We will give you sleeping medications.,Vi daremo i farmaci per dormire.,Italian / italiano,Medical Instructions
We will give you painkillers.,Vi daremo antidolorifici.,Italian / italiano,Medical Instructions
We are giving you medication to keep your blood pressure up.,Ti diamo il farmaco per mantenere la pressione sanguigna in su.,Italian / italiano,Medical Instructions
We are going to remove the breathing tube.,Stiamo per rimuovere il tubo di respirazione.,Italian / italiano,Medical Instructions
We are going to suck out your phlegm,Stiamo andando a succhiare il vostro catarro,Italian / italiano,Medical Instructions
We are going to clean you with a sponge,Stiamo andando a pulire con una spugna,Italian / italiano,Medical Instructions
Turn left,Girare a sinistra,Italian / italiano,Medical Instructions
Turn right,Girare a destra,Italian / italiano,Medical Instructions
We will change your diapers,Cambieremo i vostri pannolini,Italian / italiano,Medical Instructions
Lift up your leg,Sollevare la gamba,Italian / italiano,Medical Instructions
We are going to sit you up,Stiamo andando a sedersi in su,Italian / italiano,Medical Instructions
We are going to shift you up the bed,Ci accingiamo a spostare in sul letto,Italian / italiano,Medical Instructions
We are going to clean your mouth,Stiamo andando a pulire la bocca,Italian / italiano,Medical Instructions
Do not swallow the gargle,Non ingoiare il gargarismo,Italian / italiano,Medical Instructions
Are you in pain?,Ti senti male?,Italian / italiano,Basic Terms
Where is the pain?,Dov'è il dolore?,Italian / italiano,Basic Terms
"Is it mild, moderate or severe?","È lieve, moderata o grave?",Italian / italiano,Basic Terms
Can you point to the pain?,Si può puntare al dolore?,Italian / italiano,Basic Terms
Head,Capo,Italian / italiano,Basic Terms
eyes,occhi,Italian / italiano,Basic Terms
ears,orecchie,Italian / italiano,Basic Terms
nose,naso,Italian / italiano,Basic Terms
mouth,bocca,Italian / italiano,Basic Terms
throat,gola,Italian / italiano,Basic Terms
chest,il petto,Italian / italiano,Basic Terms
abdomen,addome,Italian / italiano,Basic Terms
back,indietro,Italian / italiano,Basic Terms
arms,braccia,Italian / italiano,Basic Terms
legs,gambe,Italian / italiano,Basic Terms
feet,piedi,Italian / italiano,Basic Terms
1 - one,1 uno,Italian / italiano,Basic Terms
2 - two,2 - due,Italian / italiano,Basic Terms
3 - three,3 - tre,Italian / italiano,Basic Terms
4 - four,4 - quattro,Italian / italiano,Basic Terms
5 - five,5 - cinque,Italian / italiano,Basic Terms
6 - six,6 - sei,Italian / italiano,Basic Terms
7 - seven,7 - sette,Italian / italiano,Basic Terms
8 - eight,8 - otto,Italian / italiano,Basic Terms
9 - nine,9 - nove,Italian / italiano,Basic Terms
10 - ten,10 - dieci,Italian / italiano,Basic Terms
0 - zero,0 - pari a zero,Italian / italiano,Basic Terms
January,gennaio,Italian / italiano,Basic Terms
Feb,febbraio,Italian / italiano,Basic Terms
March,marzo,Italian / italiano,Basic Terms
April,aprile,Italian / italiano,Basic Terms
May,Maggio,Italian / italiano,Basic Terms
June,giugno,Italian / italiano,Basic Terms
July,luglio,Italian / italiano,Basic Terms
August,agosto,Italian / italiano,Basic Terms
September,settembre,Italian / italiano,Basic Terms
October,ottobre,Italian / italiano,Basic Terms
November,novembre,Italian / italiano,Basic Terms
December,dicembre,Italian / italiano,Basic Terms
I am a doctor. I do not speak your language. I will communicate with you using this website. Answer me in English as much as possible. Thank you.,"Saya doktor.
Saya tak boleh cakap Melayu.
Saya akan cakap menerusi laman web ini.
Tolong jawab dalam Inggeris sebanyak mungkin.
Terima kasih.",Malay / Bahasa Melayu,Greetings
What's your name?,Nama siapa?,Malay / Bahasa Melayu,Greetings
Please give me your Identitification Card / Work Permit,Tolong beri saya Kad Pengenalan / Permit Kerja anda.,Malay / Bahasa Melayu,Greetings
"In the last 14 days, did you meet anyone who has coronavirus?","Sepanjang 2 minggu lepas, anda ada bertemu dengan sesiapa yang dijangkiti koronavirus?",Malay / Bahasa Melayu,Contact with Others
Who? What is your relationship with them?,Siapa? Apakah hubungan anda dengan dia / mereka?,Malay / Bahasa Melayu,Contact with Others
How many days ago did you meet them? (There is a number chart in the sidebar if they cannot answer),Berapa hari lepas jumpa dia / mereka?,Malay / Bahasa Melayu,Contact with Others
How long were you with him/her?,Berapa lama kamu bersama dia/mereka?,Malay / Bahasa Melayu,Contact with Others
"In the last 14 days, did you travel out of this country? If yes, tell us the countries in English.","Sepanjang 2 minggu lepas, adakah kamu keluar dari Singapura atau tidak? Kalau kamu telah keluar dari Singapura, tolong memberitahu kami nama-nama negara tersebut dalam Bahasa Inggeris.",Malay / Bahasa Melayu,Contact with Others
Do you have a fever?,Ada demam tak?,Malay / Bahasa Melayu,Symptoms
"How many days?
(You may use this for multiple symptoms)",Sudah berapa hari?,Malay / Bahasa Melayu,Symptoms
"Did you measure it with a thermometer? If you did, what was the highest reading?","Ada gunakan termometer atau tak? Jika ya, apakah suhu badan tertinggi?",Malay / Bahasa Melayu,Symptoms
Runny nose?,Selsema?,Malay / Bahasa Melayu,Symptoms
Cough?,Batuk?,Malay / Bahasa Melayu,Symptoms
Sore throat?,Sakit tekak?,Malay / Bahasa Melayu,Symptoms
Difficulty breathing?,Sesak nafas?,Malay / Bahasa Melayu,Symptoms
Do you have diarrhoea? How many times a day?,Ada cirit-birit tak? Buang air besar berapa kali sehari?,Malay / Bahasa Melayu,Symptoms
Rash?,Ruam?,Malay / Bahasa Melayu,Symptoms
"Any pain? Specifically, any chest pain?","Ada rasa sakit? Khususnya, ada sakit dada atau pun tidak?",Malay / Bahasa Melayu,Symptoms
Point to the place.,"Guna satu jari, tunjuk saya mana sakit?",Malay / Bahasa Melayu,Symptoms
Do you have any past medical history?,Ada sakit kronik tak? Apa penyakit tersebut?,Malay / Bahasa Melayu,Medical Conditions
Please point to which ones.,Tunjukkan yang mana,Malay / Bahasa Melayu,Medical Conditions
Asthma,Semput,Malay / Bahasa Melayu,Medical Conditions
Pneumonia,Radang paru-paru,Malay / Bahasa Melayu,Medical Conditions
Hypertension,Tekanan darah tinggi,Malay / Bahasa Melayu,Medical Conditions
Hyperlipidemia,Kolesterol tinggi,Malay / Bahasa Melayu,Medical Conditions
Diabetes,Kencing manis,Malay / Bahasa Melayu,Medical Conditions
Heart problems,Masalah jantung,Malay / Bahasa Melayu,Medical Conditions
Kidney problems,Masalah buah pinggang / ginjal,Malay / Bahasa Melayu,Medical Conditions
Loss of taste,Hilang deria rasa,Malay / Bahasa Melayu,Symptoms
Lost of Smell,Hilang deria bau,Malay / Bahasa Melayu,Symptoms
Do you have a drug allergy?,Ada alahan ubat (atau ubat yang tidak boleh dimakan)?,Malay / Bahasa Melayu,Medical Conditions
"Do you smoke? If yes, how many cigarettes a day?","Ada hisap rokok tak? Kalau ya, berapa batang sehari?",Malay / Bahasa Melayu,Medical Conditions
"Do you drink? If yes, how much (number of bottles a week, type of alcohol)?","Ada ambil minuman keras? Kalau ya, berapa banyak? (jumlah botol seminggu, jenis minuman alkohol apa)",Malay / Bahasa Melayu,Medical Conditions
"If you have any other problems, you can tell me in English.","Kalau ada masalah lain, anda boleh beritahu kami dalam Bahasa Inggeris.",Malay / Bahasa Melayu,Medical Conditions
I’m going to examine you.,Saya akan periksa anda sekarang.,Malay / Bahasa Melayu,Medical Instructions
Tell me if you feel more pain.,"Kalau sakit, bilang saya.",Malay / Bahasa Melayu,Medical Instructions
Please remove your shirt.,Tolong buka baju.,Malay / Bahasa Melayu,Medical Instructions
Keep taking deep breaths through your mouth.,Tarik nafas dan hembus berulang kali.,Malay / Bahasa Melayu,Medical Instructions
"Say ""99"" when I listen with my stethoscope.",Cakap “99” bila saya dengar dengan stetoskop.,Malay / Bahasa Melayu,Medical Instructions
I'm going to put this cotton bud into your nostril. You will feel strange but it is not painful,Saya akan masukkan putik kapas ini ke dalam hidung anda.. Rasa kurang selesa sikit tapi tak sakit.,Malay / Bahasa Melayu,Medical Instructions
This is to test for coronavirus,Ujian ini untuk mengesan koronavirus.,Malay / Bahasa Melayu,Medical Instructions
Tilt your head back,Tengok atas.,Malay / Bahasa Melayu,Medical Instructions
"If coronavirus positive, we call your phone by tomorrow.","Jika keputusan ujian coronavirus anda positif, kami akan menelefon anda pada esok hari.",Malay / Bahasa Melayu,Medical Instructions
"If coronavirus negative, we send you SMS (text) after 3 days","Jika keputusannya negatif, kami akan menghantar SMS kepada anda selepas 3 hari.",Malay / Bahasa Melayu,Medical Instructions
"Later, you will do an X-ray","Nanti, anda akan menjalani pemeriksaan X-ray.",Malay / Bahasa Melayu,Medical Instructions
There is no sign of infection on your X-ray,X-ray anda tiada tanda jangkitan.,Malay / Bahasa Melayu,Medical Instructions
You can go back soon.,Sekejap lagi boleh balik.,Malay / Bahasa Melayu,Medical Instructions
"Wait here, do not leave this area",Tunggu sini. Jangan pergi kemana-mana.,Malay / Bahasa Melayu,Medical Instructions
You have to stay in the hospital for a few days,Anda perlu dimasukkan ke hospital selama beberapa hari.,Malay / Bahasa Melayu,Medical Instructions
We need to transfer you to another location.,Kami perlu memindahkan anda ke tempat lain.,Malay / Bahasa Melayu,Medical Instructions
I'll give you medicine to make you feel better,Saya akan beri anda ubat supaya anda rasa lebih lega.,Malay / Bahasa Melayu,Medical Instructions
You must not work for next 5 days.,Anda tidak boleh kerja selama 5 hari.,Malay / Bahasa Melayu,Medical Instructions
You must come back if you have problems with breathing.,"Kalau ada sesak nafas, mesti datang balik ke hospital.",Malay / Bahasa Melayu,Medical Instructions
You must come back if you do not recover completely after 5 days,"Kalau tidak sembuh sepenuhnya selepas 5 hari, anda mesti kembali ke hospital.",Malay / Bahasa Melayu,Medical Instructions
Read the handout carefully,Baca buku panduan ini dengan teliti,Malay / Bahasa Melayu,Medical Instructions
Thank you,Terima kasih,Malay / Bahasa Melayu,Greetings
Good morning / afternoon / evening,Selamat pagi / tengah hari / petang,Malay / Bahasa Melayu,Greetings
I am the nurse,Saya jururawat,Malay / Bahasa Melayu,Greetings
I am the doctor,Saya doktor,Malay / Bahasa Melayu,Greetings
You are in the intensive care unit.,Anda berada di Unit Jagaan Rapi (ICU),Malay / Bahasa Melayu,Medical Instructions
Today is Monday,Hari ini hari Isnin.,Malay / Bahasa Melayu,Greetings
Today is Tuesday,Hari ini hari Selasa.,Malay / Bahasa Melayu,Greetings
Today is Wednesday,Hari ini hari Rabu.,Malay / Bahasa Melayu,Greetings
Today is Thursday,Hari ini hari Khamis.,Malay / Bahasa Melayu,Greetings
Today is Friday,Hari ini hari Jumaat.,Malay / Bahasa Melayu,Greetings
Today is Saturday,Hari ini hari Sabtu.,Malay / Bahasa Melayu,Greetings
Today is Sunday,Hari ini hari Ahad.,Malay / Bahasa Melayu,Greetings
You are getting better,Anda semakin pulih,Malay / Bahasa Melayu,Greetings
We will remove the breathing tube when you are better,Kami akan mengeluarkan tiub pernafasan apabila keadaan anda lebih baik,Malay / Bahasa Melayu,Medical Instructions
You can talk after we remove the breathing tube,Anda boleh bercakap selepas kami keluarkan tiub pernafasan,Malay / Bahasa Melayu,Medical Instructions
Take a deep breath,Tarik nafas sedalamnya,Malay / Bahasa Melayu,Medical Instructions
Open your mouth,Tolong batuk sekuatnya,Malay / Bahasa Melayu,Medical Instructions
Don’t struggle,Jangan lawan,Malay / Bahasa Melayu,Medical Instructions
Don’t move,Jangan bergerak,Malay / Bahasa Melayu,Medical Instructions
Lift up your arm,Naikkan tangan anda,Malay / Bahasa Melayu,Medical Instructions
Lift up your leg,Naikkan kaki anda,Malay / Bahasa Melayu,Medical Instructions
Squeeze my hand,Pegang dan genggam tangan saya,Malay / Bahasa Melayu,Medical Instructions
Show me two fingers,Tunjukkan saya dua jari,Malay / Bahasa Melayu,Medical Instructions
Open your mouth,Buka mulut anda,Malay / Bahasa Melayu,Medical Instructions
Stick out your tongue,Keluarkan lidah anda,Malay / Bahasa Melayu,Medical Instructions
Open your eyes,Buka mata anda,Malay / Bahasa Melayu,Medical Instructions
I’m going to shine a light into your eyes. It will be bright.,Saya akan sinarkan cahaya ini ke mata anda. Ia akan menyilaukan.,Malay / Bahasa Melayu,Medical Instructions
Your lungs are weak. We are going to insert a breathing tube to help you breathe,Paru-paru anda lemah. Kami akan memasukkan tiub pernafasan untuk membantu anda bernafas,Malay / Bahasa Melayu,Medical Instructions
You are going to sleep now,Anda akan tidur sekarang,Malay / Bahasa Melayu,Medical Instructions
We are turning you onto your belly to help your lungs expand,Kami akan pusingkan anda agar anda baring meniarap untuk membantu paru-paru anda mengembang dengan lebih baik,Malay / Bahasa Melayu,Medical Instructions
We are inserting a tube to help you pass urine,Kami akan memasukkan tiub untuk membantu anda buang air kecil,Malay / Bahasa Melayu,Medical Instructions
We are inserting a tube through your nose,Kami akan memasukkan tiub melalui hidung anda,Malay / Bahasa Melayu,Medical Instructions
We are going to give you an injection in your neck to give you medications,Kami akan berikan suntikan di leher untuk memberi ubat,Malay / Bahasa Melayu,Medical Instructions
We are going to give you an injection in your arm to measure your blood pressure,Kami akan berikan suntikan di lengan anda untuk mengukur tekanan darah anda,Malay / Bahasa Melayu,Medical Instructions
We will give you sleeping medications.,Kami akan berikan ubat tidur,Malay / Bahasa Melayu,Medical Instructions
We will give you painkillers.,Kami akan berikan ubat penahan sakit,Malay / Bahasa Melayu,Medical Instructions
We are giving you medication to keep your blood pressure up.,Kami akan berikan ubat untuk menaikkan tekanan darah anda,Malay / Bahasa Melayu,Medical Instructions
We are going to remove the breathing tube.,Kami akan mengeluarkan tiub pernafasan.,Malay / Bahasa Melayu,Medical Instructions
We are going to suck out your phlegm,Kami akan sedut keluar kahak anda,Malay / Bahasa Melayu,Medical Instructions
We are going to clean you with a sponge,Kami akan membersihkan anda dengan span,Malay / Bahasa Melayu,Medical Instructions
Turn left,Pusing kiri,Malay / Bahasa Melayu,Medical Instructions
Turn right,Pusing kanan,Malay / Bahasa Melayu,Medical Instructions
We will change your diapers,Kami akan tukarkan lampin anda,Malay / Bahasa Melayu,Medical Instructions
Lift up your leg,Angkat kaki anda,Malay / Bahasa Melayu,Medical Instructions
We are going to sit you up,Kami akan dudukkan anda,Malay / Bahasa Melayu,Medical Instructions
We are going to shift you up the bed,Kami akan bantu mengangkat anda ke bahagian atas katil.,Malay / Bahasa Melayu,Medical Instructions
We are going to clean your mouth,Kami akan bersihkan mulut anda,Malay / Bahasa Melayu,Medical Instructions
Do not swallow the gargle,Jangan telan air kumur,Malay / Bahasa Melayu,Medical Instructions
Are you in pain?,Ada sakit sekarang?,Malay / Bahasa Melayu,Basic Terms
Where is the pain?,Di mana sakit?,Malay / Bahasa Melayu,Basic Terms
"Is it mild, moderate or severe?","Sakit sikit, sederhana atau teruk?",Malay / Bahasa Melayu,Basic Terms
Can you point to the pain?,Boleh tunjukkan mana sakit?,Malay / Bahasa Melayu,Basic Terms
